sentiment,review_body,product_category
1,"Yes  like the photo suggests  this piece has a lot of the features of a jacket. but  i bought it to also wear as a dress. let me explain...    fyi: 36c  broad shoulders/back  high waist  dress/top size 10 (without buttons  etc.) or 12 (fitted at the bust and waist)  bottom size 6 (upside down triangle)  5'2""    i bought the small in this piece  because it is big enough to wear as a light jacket while also being fitted enough to wear as a dress. on the inside of the piece  there are strings that",Jackets
1,I really like this denim jacket with the plaid underneath. i also like the removable fur lining being that i live in florida i really don't need that. i ordered a size small which is my normal size and a medium. the small was tight in the arms so  i decided to keep the medium. i am really glad that i followed the others review in regards to sizing.,Jackets
1,Love this vest. fits very similar to the pilcro denim jacket. the fabric is softer  and not too heavy. the wash on mine is pretty close to the one in the picture  maybe half a shade darker. can see myself wearing this with summer maxi dresses  skirts  and pants  a very versatile piece that will go into fall. i usually take a 0/2 and the xs fit perfectly.,Jackets
-1,"These pants are more like 9"" not 10"". i was very dissappointed. the color is great and so is the fabric.  if you look more closely at the model the pants don't fit her either!! they are too small! i haven't decided whether or not to take them back because i am losing weight. i am a 31 so far but these pants are like a 30. i need the color because they go perfectly with a top i bought from retailer",Jeans
-1,I ordered first the green  then the grey (in case the green was mismarked.)  so short!!  is this to be in keeping with the ankle pant trend??  anyone who wants a shorter pant could easily hem them. but there is no way to lengthen them.  i held the new pants up to an older pair from previous years. they are a full 2 1/2 inches shorter! wow!  note how in the photo of the golden color pants they barely skim the model's ankle. that's how they are in real life.  i wear these pants in a tall  and live,Jeans
-1,I ordered these jeans twice because i love them. the first pair were mis-marked by about 4 sizes so i re-ordered. second pair still didn't fit  they run really small  i would probably need one maybe two sizes larger than normal to achieve the fit and feel of the other skinny jeans in my closet:(,Jeans
-1,I've worn citizens for almost 12 years now  i keep going back because i have an athletic figure (my thighs and butt are bigger than my waist)  and usually citizens fit and hug all the right places and are made with a certain quality expectation - these did not meet any of those standards  the ripped as soon as i put them on. the material seemed cheap.,Jeans
-1,I love my very old pilcro stet jeans. they are the perfect denim weight  and the back pockets are set in a way that is very flattering for the tush. not so with the newer pilcros unfortunately. the denim is thinner and may have more stretch and they get worn and pill on my inner thighs. and the back pockets are set far apart making my back side look unnaturally wide. it's a bummer.,Jeans
-1,Where o where did the old pilcro ankle stet go??? these are a cheap impersonator. the denim used to be thick which really did wonders for the fit and overall appearance of how the denim lays over your lower half. the last 3 pairs of pilcro stets i've ordered have gone right back because they are nowhere close to the greatness they were originally. the pockets on these jeans sit so so low- completely unflattering. the ankles are significantly smaller circumferentially. the old stet ankle jeans ha,Jeans
-1,I really wanted to like these  but they just didn't look right on my 5'3 sorta bulky frame. i have big thighs and always feel out of place wearing leggings  so maybe i'm just not the right target for these  but they looked so cute and i wanted to give them a try. the waist was too high for my liking  and the leg openings were too big and gave me a stumpified look.,Jeans
-1,"So these look so good online - i love flare and the button detail. however  on me  they were very long (which i knew) but too thigh-hugging for my taste  and the buttons looked cheap (i ordered the tan color). thus  back they went. for reference  i am 5'5"" and 125# and ordered the 6.",Jeans
-1,Long-time ag jeans fan. lately though  i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans  i would've ordered them. i found the same thing with the steve capris i ordered (same review there).  so back both pairs went.   it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.,Jeans
0,These were very nice  but had to return. i have a hard time with jeans as i am big and curvy in hips and butt. these were tight in those places and big in the waist ,Jeans
0,Love pilcro jeans and really hoped these would work for me. lovely soft material (98% cotton/2%  which you don't see often anymore!)  great length  nice medium rise but for me the deal breaker was the lack of belt loops. the braided detail at the waist is a fun design touch  but as someone with a small waist and wider hips  i almost always have to wear a belt with jeans and that's just not possible with these. if you don't usually wear a belt or have a straighter figure  these might work better,Jeans
0,The item i received was not distressed. i bought one size larger thinking they'd be super slouchy  but they just looked sloppy. also  the hips puffed out in a very strange way. i wanted to love since they are so cute and soft  but i look like a man with hips in these jeans. returning this weekend.,Jeans
0,I love these jeans  but they run small. i recommend ordering one size up.,Jeans
0,These run small. i normally wear 28 on ag stevie's and paige jeans so i ordered these in 28 and they were very tight. otherwise very well made and super cute but i had to return them.,Jeans
0,"1. the wide leg/crop is a cool trend. but not great on me. i'm pretty standard in size/build: 5'6""  135 lbs   size 4. i felt like i just looked oddly shaped with them on.  2. and maybe this is the issue: the size 27 (my normal size in every citizen pant i own) was about 2 whole sizes too big for me. i mean  i felt great about myself. but...wowza.  3. when i took them to the store to try on/exchange  they don't even carry them in the store! so i just returned and will try something else.",Jeans
0,Soft  stretch denim  70's fun vibe . i so wanted to keep this   but for me the sizing was off. i ordered a size 27  my usual denim jeans size . the waist down fit perfectly but i couldn't zip the top portion. i fear that even if i order one size up which i believe would still be ok for the bottom half ; i still won't have enough room from my rib cage to the top of the bib section. i had  a 3 inch gap  in that area  . for full disclosure   i am a  size 36b  with broad shoulders and  a broad back,Jeans
0,I went on a wild goose chase for these jeans  as they were sold out all around the country. i finally got the last pair from some store in the midwest! they are my favorite pair of jeans  they fit very well. however  for the price  they should not get loose and baggy after 1-2 wears. i hate that they need to be washed and dried so often so that they will fit properly. expensive jeans should not sag. i have abercrombie jeggings for a fraction of the price that never get loose  even after 20 wears,Jeans
0,"Lovely jeans  love the details in the cuff bottoms. the front of the jeans  the relaxed ""boyfriend"" part was just too relaxed for me - too much material there that it was unflattering. otherwise cute.",Jeans
1,I just tried these on at my local seattle store and ended buying a size up. i feel they ran small as i am usually a 29 in most and got the 31 in these. the 30 fit tight but it looked nothing special just like a very high rise mom jean and i was bursting the top button so this jean is made for hourglass bodies for sure. the 31 is loose and slouchy and it looked really different in a good way so it came home with me. they are a washed out black grey color with some tie die effects. did not care fo,Jeans
1,"These are really nice jeans (i am a jean fanatic). some ""patches"" are faded others are dark with still others with stitching across them. very distinctive and nice. they are truly a boyfriend fit...so  if you them big  they are. ag makes very nice jeans both in fit and quality. i buy other brands  but not often...",Jeans
1,I love these pants! so comfortable and can be dressed up and dressed down! love them!,Jeans
1,This is the weirdest  greatest material. it feels as soft and as buttery as leather  but doesn't look like leather. it looks more like coated denim. only lighter. and stretchy. so you don't get the vibe you get from the vast majority of vegan leather--thick  rubbery junk trying to masquerade as the real thing.  also gorgeous: the cut. it's straight and slim  but with pleats so hip-less ladies like me look like we have some shape.  i got my regular size  and they fit beautifully  but they are not,Jeans
1,Love me some pilcro jeans! these fit like the stet jeans.    i got my usual size 27p and the fit is good but not too tight. i am not crazy about the hem but they feel so good that they are worth it. they don't come above my ankle like on the model but come slightly below which i really like. i will say that if you want a true black  you may not like this color. they are more of a faded black.,Jeans
1,They fit perfectly and the stretch makes them very comfortable.,Jeans
1,They are very comfortable and have kept their shape after a couple of wearings. the pants can be used for informal or on the dressier side. the spandex in them is contributes to the comfort.,Jeans
1,Love these jeans! fit great and can be causal or dressy! what i appreciate is that you can wear them with flats  boots and heels so worth the cash!,Jeans
1,The color  heft  style & quality are perfect. i did go down one size since my usual size was too large in the waist.,Jeans
-1,Very disappointed when i received this. the colors and ombre fabric are beautiful. beading and embroidery make it a even more unique top however the shape ruins all of that. first it is nearly a crop top. second  it is boxy and it's attempt to be a swing top only makes it bulky. third  need to size down 2 sizes. had to return this.,Knits
-1,This top is very cute and if you are short you will love it. i am tall and the dividing line of color block kept rising up over my bust so it looked weird. it made it look like an ill fitting maternity top. had to go back.,Knits
-1,I bought the bronze color which was nice but the cut just hung like a dust rag  no fit   no drape very unfinished looking. though i bought it on sale on sale  it is not worth keeping. over all it was not a worthwhile blouse to keep.,Knits
-1,Great color but frumpy fit. if you have any bust  it looks a bit like maternity,Knits
-1,I love baseball tees and this looked like a more refined version  but it was huge and shapeless.  nice material and fabric but this one is going back.,Knits
-1,I ordered this since it looked so cute on the model . when i it arrived  i was excited to try it on  but when i did...blah. the color is murky and the top runs large  not to mention that the material is too heavy for a short sleeved top (plus it's lined). i really wanted to like it and debated wetting it and then putting it in the dryer to shrink it a bit. in the end  i decided that it wasn't worth it. too bad  as the concept was a good one. it just failed in the execution.,Knits
-1,Too much fabric  not a flattering top. for reference i am wearing a medium in the photos and my measurements are 38-30-40.,Knits
-1,"I loved this color and ordered it online because i thought it would work for both casual and work days dressed up a little. ummmmm  no. it's weird and boxy and does not look at all like it does on the model. i think maybe if you have no bust whatsoever and size way down it would look okay. i'm only a 34b  weigh 110 pounds  5'3"" and it made me look huge and awkward. this is going back!",Knits
-1,This shirt looked cute until i tried it on... worst fit ever. im thin  and this style of top is usually quite flattering  but this one missed the mark big time.,Knits
0,I really loved the color and fabric of this sweater. i liked everything about it except how wide it was at the bottom. i returned it for this reason.,Knits
0,"I likded this but tried it in two sizes and it was still too big in the armpit. my bra showed. i am about a d cup  smallish in other proportions (125  5'6"") and no bra worked with this so that i wouldn't have to worry about my bra showing. nice fabric and drape. maybe good for someone who doesn't need a bra?",Knits
0,I waited impatiently for this item to come in stock  and when it did  i had it overnighted because i was so excited to receive it. it's hit or miss with me as far as retailer's mediums and larges  depending on the brand. i generally err on the side of caution  so i ordered the large. it looked cute out of the package  but when i put it on i was terribly disappointed. it flared way out at the bottom  and was not as fitted through the waist as on the model. this could have been the large sizing  but,Knits
0,Overall  a really nice top that is soft and comfortable. the arm length hits nicely on the forearm and the decorative detail at top is well-constructed. didn't keep this since the top made me look quite big in my bust  to the point of not being flattering. top is also a bit boxy  so i'd stay away if you are petite  with a larger bust unless you are okay with that emphasis.,Knits
0,Pretty tee  but not worth the price.  lace is beautiful  but fit is blah.,Knits
0,For my body type  this top looked ridiculous! i am small-busted and thinnish on top. this seemingly very pretty top look like a big rectangle on me. very unflattering. hard to tell if it was true-to-size because it hung so wide. i think for a gal with more substantial upper body (i.e.  boobs) this would work better.,Knits
0,Pretty top  i like the flutter sleeve design.  the linen is thin- too sheer to not wear a cami underneath the white.  nice for the sale price.  can easily be dressed up or down.,Knits
0,Tried this on and loved it except for one thing -- the sleeves are split  so any movement reveals most of your arm  shoulders. which also makes it fairly impractical for winter/the office (yes  i could wear a sweater or blazer with it  but that defeats the purpose of having an all-purpose cute top.) why  retailer? this is a perfectly cute top and looks great with jeans etc.  but the split sleeves make it a no-go.,Knits
0,"I hoped  from the picture  that this would be more of a ""straight down"" sort of fit. retailer is usually really great at selling tops that flatter hips without having an obvious bell shape to them. however  the top had too much of a ""flare out"" bell-shaped vibe. i need to be able to wear this with maxi skirts in the summer  but this top would be too sack-like and billowy with those. i think it would only work with jeans/trousers. my final objection was the arm holes - the way they are cut ",Knits
1,"This top is beautiful  the lace is sturdy and intricate and the top drapes perfectly  slimming. but  a word to the wise  the lace does not stretch at all even though the rest of the material does and that coupled with where it is on the bust and back means very limited movement unless you are a size 0 with an narrow back/chest and shoulders. i can't imagine anyone with a cup size larger than a b wearing this. i am 5'5""  145 lbs and a 34b and always a small or medium and a size 6 for reference. i",Knits
1,This tee is very comfortable and the colors are amazing! i initially purchased in the marigold yellow as i was instantly drawn to the color in store. it's a beautiful shade that will transition nicely into fall. i've since purchased the green which i liked on even more so than on the rack. overall  a nice quality everyday tee. the pocket and embroidered neck make it something retailer!!,Knits
1,Soft material  lays nicely. got an xs but usually wear a smaill. got it in the mail and it is wrinkly so will need to steam it.,Knits
1,I work from home so i'm always in search of tops that are comfortable and cute  but don't make me look like i'm waiting for company to arrive. this is a great addition to the wardrobe. super comfortable  it has shrunk slightly with a few launderings  but it's still wearable.,Knits
1,I ordered the size xl and it fits me as it does on the model. it's true to size. it is made of a scratchier material but is still comfortable to wear. definitely needs a tank/cami underneath. i love the vintage look. it's worn well & washed well too. i'd love to see more versions in this same style. i'll get good use out of this in the summer and then will layer cardigans over it in the fall.,Knits
1,The material is so soft and the design makes it a little more fancy so you can dress this tank up or down. its definitely an instant favorite. and the color blue is a beautiful rich blue,Knits
1,This tank is perfect for summer since it pairs so nicely with shorts! jeans work well  too  and during cooler seasons  i can wear a cardigan over it to stay warm.    the fit of this top is not true to size  for it runs large  but is flattering on the body nonetheless. the stripes and miniature circular openings  i noticed  add beautiful detail for formal or informal events.    as a whole  this shirt is perfect! the one aspect of this top that may need to be carefully attended to is the material,Knits
1,This top is the perfect staple! the fabric is soft and comfortable. i generally wear medium tops  but the small fits perfectly. took the chance ordering online and i am very happy!,Knits
1,Has to be one of my favorite retailer purchases! the shirt is so soft and can be paired with so many different items. the turtle neck will help keep you warm  although the actual material is a little thin. don't let that dissuade you though. you won't be disappointed by this purchase! i'm going to get the other color too :),Knits
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
1,I bought the white tank and the small fits me but it's very low cut for me. the white is sheer as well. i usually wear an xs or a small and i would be curious to see what the xs would fit like in the sense of how low cut it is.,Layering
1,I saw the tank at the store and was so glad to try it on. i got the small?i'm in between xs and s (34b) and try to get petites when i can but the small fit great with a longer cut. i bought the green and did not find it sheer. i actually thought it was thicker than most tanks and tees these days. i found the arm holes were fine. i usually need to go with a petite just for this reason but no need to this time. planning on getting a couple of more colors!,Layering
1,Love this tank. material and fit are great. love that it's reversible. highly recommend!,Layering
1,"At 5'4"" and 140 lbs  this tank is a nice thin under layer. a little low cut for trying to cover cleavage.",Layering
1,The size s arm holes are a little too over-sized and i find i keep adjusting the shoulders so the sides of my bra won't show (and sizing down to an xs made the body too tight). it's a bit pricey for a basic  thin tank  but it's a good every day  wear all the time staple.,Layering
1,There's something special about this tank that makes it uber-flattering. the fabric is perfect  the colors (green and fuchsia) are spot-on gorgeous and brightening  and the cut (length  wide straps  and scooped neckline) make this the perfect staple. it flattered my figure  skin color  and really hid my flaws. i wish i could get away with wearing this every day...,Layering
1,Awesome basic top for your wardrobe. it's a little sheer but not too much.,Layering
1,I ordered the black and white shirt thinking it was polka dots  but turned out to be stars instead which was even cuter. fits true to size and is very soft and comfortable. my first thought after trying it on was that i should have ordered another one!,Layering
1,Love these tanks so much i have them in every color. i wear them layered under blouses  thermals  henleys  blazers  etc. i'm typically and extra small but the small fits perfectly.,Layering
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,Super itchy! had to return.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
1,Perfect fit  nice detailing best feature is that they do not bag out after wearing for a short time. good lines in back so they are more dressy than a regular legging.,Legwear
1,These tights are awesome! i bought three pairs. they give a nice casual look to some of my multi-season dresses.,Legwear
1,Love these leggings!!! soft  cozy and yummy feeling! can't wait for the weather to get cooler! these fleece-lined leggings will be a new staple this winter!!!,Legwear
1,I love these tights so much i almost want to buy another few pair and save them for when these wear out. the lining is like clouds on your calves. they're thick enough that you don't need to be totally covered by a tunic but slim enough that they don't add bulk. love  love them!,Legwear
1,Ordered these to wear around the house more as leggings and they did the trick. love the color and the fact that they are warm without being too thick.,Legwear
1,36dd  10/12 in tops  12/14 in bottoms  bought size m/l very cute pattern on the grey leggings  and the fleece lining is warm. they are thick too  so even stretched they are not see through. i would say 14 would be as large as these bottoms would fit as they are snug  but fine for wearing under skirts and dresses.,Legwear
1,Perfect substitute for leggings to wear with a long shirt skirts or shorts. and are thick enough to keep you warm and aren't as thin as some tights normally are.,Legwear
1,Great tights with good color and quality. i got a lot of compliments on my head to toe retailer ensemble!,Legwear
1,Fun socks you will want to show off. design is printed on a relatively thin (trouser sock).,Legwear
-1,Totally see through.,Lounge
-1,I am petite and ordered size small  and it came looking like gym sweat pants. the material was very nice  but in terms of the waist and length size  both run incredibly large. the cuff of the joggers are also not elastic at all  and hangs loose widely. will have to return this item  unfortunately.,Lounge
-1,"Unfortunately this top is shirt-length  and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material  which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",Lounge
-1,I've been wearing this very comfortable and cute coat for 2 weeks. it is already tearing at the seams somehow. the quality of this is very poor.,Lounge
-1,The pants are pretty and run true to size  but the fabric is bathing suit like  very thin and sheers in the butt when you squat. i wouldn't recommend for anything but waking.,Lounge
-1,I really wanted to love this piece but it was very large. i'm 5'2 and ordered xs/s and i have return due to size.,Lounge
-1,White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,Lounge
-1,I normally wear a medium with these types of fabrics but this one was oddly proportioned on me. the skirt was also not very flattering to my hourglass figure  but it at least fit well. the top was baggy and gaped at the armpits as stated by others. i really wanted to like this dress but it made me look 20 pounds heavier even in the places it looked too big on me. i could have tried going with a small but the skirt would have then been too short.,Lounge
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
0,I'm writing this to warn others that these run small. i ordered my usual small and then because of the elastic waist i also ordered the medium. neither size fit me. even the medium was not only too tight in the elastic to be worn at the hip as shown  but too short waisted to be worn at the waist. they are generally smaller everywhere  which just seems wrong in this style pant. also  take note  these are slit up the side  which i could not see in the photo. it's not a high slit  but still  does c,Lounge
0,I ordered the geranium and teal. geranium is an awkward pink  but i loved the teal. beautiful color. ordered large  hoping for some length. they're very lightweight and almost too short. if you hold this up its just a big rectangle  but it flows nicely over the body and has the appearance of being longer on the sides. unfortunately you can see all of my bra and to my stomach when my arms are even slightly raised. i decided to return both.,Lounge
0,I wanted to love this dress--a throw-on-and-go outfit that was casual enough with sneakers for errands but stylish enough with dressy sandals for a brunch date--but didn't for a couple of reasons.    first  it is way too short for me  especially on the sides because of the war the ruffled bottom lay  to wear as a dress. it was more tunic length- but i wouldn't want to wear pants underneath because it would take away from the overall aesthetic. also  the ruffled sleeves give me unwanted volume th,Lounge
0,Overall the top is cute . what doesn't show in the photo are the pleats on the shoulder/neck area. the placement of the pleats makes you look like you have a football player neck . the neck area doesn't lay flat but comes off as puffy at your neck. i've never seen pleats placed in such a spot. ruined an otherwise cute top,Lounge
0,Definitely pj quality. i have a fairly thin frame and this hung on me like a tent. and it's very thin  so it works as a swim cover  but definitely not a dress for anything else.,Lounge
0,The one i tried on had something wrong with the pockets... one was regular height t eh other was so low  i could barely put my hand in it. however  the jumpsuit itself is really pretty and soft. color is nice  but hard ot pull off on pale skin like me.  i tried on the xs  but that was big. i would need xxs p if it was made in that size  so i let it go... (looked nice with pinched fabric in the back.    for reference i am 115 lbs  30 dd< 26.5 in waist.,Lounge
0,These sleep pants are very pretty  soft and comfortable. unfortunately  after washing them once i noticed some small holes in the fabric which is very disappointing considering the price. i don't mind paying a little more for clothing if i feel like the quality is there but in this case i'm not so sure. i guess if you don't really sleep in them or wash them then they would probably be ok but then what's the point of buying them?,Lounge
0,I wanted to love this. the fabric and design are very nice. unfortunately - on my petite frame it looked like a lampshade. this would be very pretty on taller girls. for reference  i am 5'3 117 34b.,Lounge
0,The material is super soft and i could see how this could be a great fall sweater  but the furry portion made the top too bulky. i should've sized down  but even then i think it still would've been a touch boxy. if it was boxy all the way through it'd be fine  but it feels like just the top was bulky while the bottom half was fine. perhaps good for more broad shouldered people. i have very small shoulders. also reminded me too much of a sheepskin rug.,Lounge
1,This is an exceptionally soft and high quality coverup. i always look for a coverup that could double as a dress so that i can walk into a restaurant without feeling underdressed. i bought the white -- i always buy white it seems  but loved it so much  i came back for the blue. get this and live effortlessly this summer.,Lounge
1,I love this top--the fabric  the color  they way it hangs. i'm glad i tried it on in the store though because the v on the small went waaay too low  so i sized down to an xs and it was perfect. it basically fit the same as the small but with a higher v so my bra wouldn't show.,Lounge
1,"When i tried on this dress my husband's jaw dropped to the ground. it is so unique and so beautiful on. however the cut of the fabric fit oddly on me so i am exchanging for a small with fingers crossed. i am a size 6  5'8"" and the medium just felt a little boxy over the middle section. my six year old son said that it was the most beautiful dress he had ever seen. buy this!",Lounge
1,I originally ordered the white in this cami  but after receiving was absolutely obsessed with it! i ordered the 2 other colors. the fabric is so soft and the buttons are perfect as i just had a baby and will need easy access for nursing. love this cami!,Lounge
1,I love how comfortable this fits and the fantastic pops of color. goes with just about every slip and tank dress i own! a perfect lightweight dress or layering vest with my hot weather wardrobe. can't wait to take this with me on vacation!,Lounge
1,I love the concept  and it fit nice and looked cozy yet a bit sexy. however  the material was a tiny bit scratchy and warm. so with no long sleeves  you would have to wear a sweater or something on top and i was looking for a simple one piece. i would have loved this and not returned it if the fabric was soft. it should be  it's all about being cozy.,Lounge
1,"Adorable & comfortable. i'm 5'3"" and 115 lbs and ordered an xs. it hits at my knees & is loose fitting  but not tent like.",Lounge
1,This great casual jacket has a confusing fit but if you know what you want and understand the style  you can be surely happy with this plush & smooth stadium coat. first  the neutral/beige fits a little easier but it is definitely larger in the body compared to the navy. for both colors the shoulders and sleeves are fitted (perhaps a little tight) while the body has an a-line flare and subtle hi-lo hem. the neutral really flares out a lot while the blue is a gentle flare. if you have narrow shou,Lounge
